,Wban,date,Time,StationType,sky_condition,visibility,dry_bulb_faren,dry_bulb_cel,wet_bulb_faren,wet_bulb_cel,dew_point_faren,dew_point_cel,relative_humidity,wind_speed,wind_direction,station_pressure,sea_level_pressure
2708,13904,20110403,1553,12,BKN037,10.00,83,28.3,72,22.3,67,19.4, 59,18,170,29.19,29.69
2709,13904,20110403,1653,12,BKN037,10.00,82,27.8,72,22.2,67,19.4, 61,20,180,29.17,29.67
2710,13904,20110403,1751,12,BKN029 BKN035, 9.00,79,26.0,72,22.0,68,20.0, 69,18,170,29.17,M
2711,13904,20110403,1753,12,BKN029 OVC035, 9.00,79,26.1,72,22.0,68,20.0, 69,14,160,29.17,29.67
2712,13904,20110403,1851,12,OVC035, 8.00,77,25.0,71,21.6,68,20.0, 74,14,160,29.17,M
2713,13904,20110403,1853,12,OVC035, 8.00,77,25.0,71,21.6,68,20.0, 74,13,160,29.17,29.68
2714,13904,20110403,1953,12,OVC035, 8.00,76,24.4,71,21.8,69,20.6, 79,13,160,29.18,29.68
2715,13904,20110403,2053,12,FEW026 BKN031, 8.00,75,23.9,71,21.6,69,20.6, 82,11,170,29.17,29.68
2716,13904,20110403,2106,12,BKN024 OVC031, 8.00,75,24.0,72,22.0,70,21.0, 85,14,170,29.18,M
2717,13904,20110403,2153,12,OVC015, 7.00,75,23.9,71,21.6,69,20.6, 82,16,170,29.17,29.67
2718,13904,20110403,2253,12,OVC015, 7.00,75,23.9,71,21.6,69,20.6, 82,22,170,29.16,29.66
2719,13904,20110403,2353,12,OVC015, 7.00,75,23.9,71,21.6,69,20.6, 82,15,180,29.17,29.67
2720,13904,20110404,53,12,OVC021, 7.00,74,23.3,70,21.1,68,20.0, 82,20,180,29.16,29.66
2721,13904,20110404,122,12,SCT023, 7.00,73,23.0,70,20.9,68,20.0, 84,16,180,29.15,M
2722,13904,20110404,151,12,BKN017, 7.00,73,23.0,70,20.9,68,20.0, 84,14,180,29.14,M
2723,13904,20110404,153,12,BKN017, 7.00,73,22.8,70,20.9,68,20.0, 84,16,180,29.14,29.64
2724,13904,20110404,253,12,OVC015, 8.00,73,22.8,70,20.9,68,20.0, 84,17,180,29.11,29.61
2725,13904,20110404,351,12,OVC013, 8.00,72,22.0,69,20.7,68,20.0, 87,15,180,29.10,M
2726,13904,20110404,353,12,OVC013, 8.00,72,22.2,69,20.7,68,20.0, 87,14,180,29.10,29.59
2727,13904,20110404,453,12,OVC013, 8.00,72,22.2,69,20.7,68,20.0, 87,11,190,29.11,29.61
2728,13904,20110404,542,12,OVC015, 8.00,73,23.0,71,21.6,70,21.0, 90, 6,300,29.19,M
2729,13904,20110404,553,12,OVC015, 8.00,74,23.3,71,21.4,69,20.6, 84, 6,280,29.21,29.71
2730,13904,20110404,653,12,OVC025, 6.00,74,23.3,71,21.4,69,20.6, 84, 9,190,29.19,29.69
2731,13904,20110404,700,12,SCT025 SCT075 BKN095, 6.00,73,23.0,71,21.6,70,21.0, 90, 8,190,29.20,M
2732,13904,20110404,712,12,SCT025CB BKN048 OVC100, 2.00,73,23.0,71,21.6,70,21.0, 90, 0,000,29.20,M
2733,13904,20110404,729,12,SCT028CB BKN048 OVC090, 3.00,73,23.0,71,21.6,70,21.0, 90,10,160,29.19,M
2734,13904,20110404,751,12,FEW028 SCT050 BKN075, 5.00,73,23.0,71,21.6,70,21.0, 90, 5,280,29.22,M
2735,13904,20110404,753,12,FEW028 SCT050 BKN075, 5.00,72,22.2,71,21.4,70,21.1, 93, 5,290,29.22,29.72
2736,13904,20110404,822,12,FEW018 SCT043 BKN075, 6.00,63,17.0,58,14.3,54,12.0, 73,23,340,29.28,M
2737,13904,20110404,825,12,SCT018 BKN025 BKN043, 7.00,63,17.0,57,13.8,52,11.0, 68,25,340,29.29,M
2738,13904,20110404,831,12,SCT018 BKN025 BKN043, 7.00,61,16.0,54,12.2,48,9.0, 63,23,350,29.30,M
2739,13904,20110404,853,12,SCT018 SCT025 OVC029, 8.00,62,16.7,54,11.9,46,7.8, 56,21,330,29.32,29.83
2740,13904,20110404,907,12,OVC030, 8.00,63,17.0,53,11.4,43,6.0, 48,20,350,29.34,M
2741,13904,20110404,953,12,BKN036 OVC048,10.00,64,17.8,53,11.4,42,5.6, 45,18,340,29.39,29.90
2742,13904,20110404,1053,12,OVC044,10.00,65,18.3,52,11.2,40,4.4, 40,18,340,29.42,29.93
2743,13904,20110404,1153,12,FEW075 BKN200,10.00,70,21.1,54,12.4,40,4.4, 34,21,330,29.44,29.94
2744,13904,20110404,1253,12,SCT200,10.00,70,21.1,52,11.2,34,1.1, 27,26,350,29.46,29.96
2745,13904,20110404,1353,12,FEW200,10.00,72,22.2,54,12.1,36,2.2, 27,29,360,29.47,29.98
2746,13904,20110404,1453,12,FEW200,10.00,73,22.8,54,12.1,35,1.7, 25,28,350,29.46,29.97
2747,13904,20110404,1553,12,CLR,10.00,73,22.8,54,11.9,34,1.1, 24,25,340,29.45,29.96
2748,13904,20110404,1653,12,CLR,10.00,71,21.7,51,10.6,29,-1.7, 21,25,350,29.46,29.97
2749,13904,20110404,1753,12,CLR,10.00,68,20.0,49,9.2,25,-3.9, 20,28,340,29.47,29.98
2750,13904,20110404,1853,12,CLR,10.00,63,17.2,47,8.2,27,-2.8, 26,13,360,29.49,30.00
2751,13904,20110404,1953,12,CLR,10.00,59,15.0,45,7.2,27,-2.8, 29,15,350,29.51,30.03
2752,13904,20110404,2053,12,CLR,10.00,54,12.2,42,5.6,26,-3.3, 34,10,350,29.54,30.08
2753,13904,20110404,2153,12,CLR,10.00,52,11.1,41,4.9,25,-3.9, 35,11,360,29.57,30.11
2754,13904,20110404,2253,12,CLR,10.00,49,9.4,40,4.3,27,-2.8, 43, 8,360,29.59,30.13
2755,13904,20110404,2353,12,CLR,10.00,47,8.3,39,3.7,27,-2.8, 46, 7,360,29.62,30.15
2756,13904,20110405,53,12,CLR,10.00,40,4.4,36,2.2,30,-1.1, 68, 0,000,29.65,30.18
2757,13904,20110405,153,12,CLR,10.00,41,5.0,37,2.9,32,0.0, 70, 3,250,29.65,30.18
2758,13904,20110405,253,12,CLR,10.00,41,5.0,38,3.1,33,0.6, 73, 3,250,29.65,30.18
2759,13904,20110405,353,12,CLR,10.00,39,3.9,36,2.2,32,0.0, 76, 5,250,29.65,30.18
2760,13904,20110405,453,12,CLR,10.00,40,4.4,36,2.4,31,-0.6, 70, 7,260,29.65,30.19
2761,13904,20110405,553,12,CLR,10.00,39,3.9,36,2.0,31,-0.6, 73, 3,280,29.66,30.20
2762,13904,20110405,653,12,FEW200,10.00,40,4.4,37,2.6,32,0.0, 73, 0,000,29.67,30.22
2763,13904,20110405,753,12,FEW200,10.00,51,10.6,43,5.9,32,0.0, 48, 0,000,29.69,30.23
2764,13904,20110405,853,12,FEW200,10.00,60,15.6,46,8.0,30,-1.1, 32, 7,120,29.69,30.22
2765,13904,20110405,953,12,FEW200,10.00,64,17.8,46,7.8,22,-5.6, 20, 8,120,29.67,30.21
2766,13904,20110405,1053,12,FEW250,10.00,68,20.0,47,8.6,20,-6.7, 16, 9,160,29.67,30.20
2767,13904,20110405,1153,12,FEW250,10.00,69,20.6,48,8.7,19,-7.2, 15, 7,180,29.65,30.17
2768,13904,20110405,1253,12,CLR,10.00,71,21.7,49,9.3,20,-6.7, 14, 7,VR ,29.60,30.14
2769,13904,20110405,1353,12,CLR,10.00,74,23.3,51,10.6,24,-4.4, 15, 9,210,29.56,30.09
2770,13904,20110405,1453,12,CLR,10.00,75,23.9,51,10.7,23,-5.0, 14, 8,190,29.52,30.05
2771,13904,20110405,1553,12,FEW250,10.00,76,24.4,52,10.9,23,-5.0, 14,10,170,29.49,30.01
2772,13904,20110405,1653,12,FEW250,10.00,76,24.4,52,11.2,25,-3.9, 15, 9,190,29.45,29.98
2773,13904,20110405,1753,12,FEW250,10.00,74,23.3,51,10.6,24,-4.4, 15,15,170,29.45,29.97
2774,13904,20110405,1853,12,FEW250,10.00,68,20.0,49,9.4,26,-3.3, 21, 8,170,29.44,29.97
2775,13904,20110405,1953,12,CLR,10.00,57,13.9,45,7.1,30,-1.1, 36, 6,170,29.46,29.98
2776,13904,20110405,2053,12,CLR,10.00,55,12.8,44,6.6,30,-1.1, 39, 7,170,29.47,30.00
2777,13904,20110405,2153,12,CLR,10.00,53,11.7,43,6.2,31,-0.6, 43, 8,180,29.49,30.01
2778,13904,20110405,2253,12,CLR,10.00,58,14.4,48,8.8,37,2.8, 46,11,180,29.49,30.01
2779,13904,20110405,2353,12,CLR,10.00,54,12.2,47,8.4,40,4.4, 59,10,180,29.49,30.01
2780,13904,20110406,53,12,CLR,10.00,53,11.7,48,8.6,42,5.6, 66, 9,190,29.49,30.01
2781,13904,20110406,153,12,CLR,10.00,51,10.6,47,8.3,43,6.1, 74, 7,190,29.48,30.00
2782,13904,20110406,253,12,CLR,10.00,49,9.4,46,7.8,43,6.1, 80, 6,200,29.47,29.99
2783,13904,20110406,353,12,CLR,10.00,48,8.9,46,7.5,43,6.1, 83, 6,170,29.44,29.96
2784,13904,20110406,453,12,CLR,10.00,45,7.2,43,6.1,41,5.0, 86, 0,000,29.46,29.98
2785,13904,20110406,553,12,SCT200,10.00,43,6.1,42,5.3,40,4.4, 89, 0,000,29.47,29.99
2786,13904,20110406,653,12,SCT200,10.00,48,8.9,47,8.0,45,7.2, 89, 3,180,29.47,29.99
2787,13904,20110406,753,12,FEW200,10.00,58,14.4,54,12.0,50,10.0, 75,14,190,29.47,30.00
2788,13904,20110406,853,12,FEW025 SCT200,10.00,64,17.8,58,14.3,53,11.7, 68,23,180,29.47,30.00
2789,13904,20110406,953,12,FEW033 SCT250,10.00,69,20.6,60,15.7,54,12.2, 59,21,180,29.48,29.99
2790,13904,20110406,1053,12,FEW200 SCT250,10.00,75,23.9,63,16.9,54,12.2, 48,18,180,29.46,29.97
2791,13904,20110406,1153,12,FEW200 SCT250,10.00,78,25.6,63,17.0,52,11.1, 40,17,210,29.44,29.95
2792,13904,20110406,1253,12,FEW200,10.00,81,27.2,65,18.1,54,12.2, 39,17,180,29.41,29.92
2793,13904,20110406,1353,12,CLR,10.00,84,28.9,66,18.9,55,12.8, 37,16,200,29.38,29.89
2794,13904,20110406,1453,12,CLR,10.00,85,29.4,67,19.1,55,12.8, 36,16,190,29.34,29.85
2795,13904,20110406,1553,12,CLR,10.00,86,30.0,67,19.6,56,13.3, 36,16,180,29.31,29.82
2796,13904,20110406,1653,12,CLR,10.00,85,29.4,67,19.4,56,13.3, 37,11,180,29.30,29.81
2797,13904,20110406,1753,12,FEW250,10.00,83,28.3,67,19.6,58,14.4, 43,14,160,29.29,29.81
2798,13904,20110406,1853,12,FEW250,10.00,78,25.6,66,18.6,58,14.4, 50,16,160,29.29,29.80
2799,13904,20110406,1953,12,FEW250,10.00,75,23.9,65,18.1,58,14.4, 56,13,160,29.31,29.82
2800,13904,20110406,2053,12,FEW250,10.00,70,21.1,64,18.0,61,16.1, 73,13,160,29.36,29.87
2801,13904,20110406,2153,12,FEW019 SCT250,10.00,67,19.4,63,17.4,61,16.1, 81,11,170,29.38,29.89
2802,13904,20110406,2253,12,SCT019 SCT250,10.00,65,18.3,63,16.9,61,16.1, 87,11,170,29.37,29.88
2803,13904,20110406,2317,12,BKN016,10.00,66,19.0,63,17.2,61,16.0, 84,11,170,29.36,M
2804,13904,20110406,2351,12,SCT016,10.00,66,19.0,63,17.2,61,16.0, 84,13,170,29.34,M
2805,13904,20110406,2353,12,SCT016,10.00,66,18.9,63,17.2,61,16.1, 84,15,170,29.34,29.85
2806,13904,20110407,10,12,BKN014,10.00,66,19.0,63,17.2,61,16.0, 84,15,170,29.35,M
2807,13904,20110407,53,12,BKN014,10.00,66,18.9,63,17.2,61,16.1, 84,17,170,29.34,29.85
2808,13904,20110407,153,12,OVC014,10.00,66,18.9,63,17.2,61,16.1, 84,14,180,29.33,29.84
2809,13904,20110407,208,12,OVC015,10.00,66,19.0,63,17.2,61,16.0, 84,14,170,29.33,M
2810,13904,20110407,232,12,BKN013,10.00,64,18.0,62,16.7,61,16.0, 90,14,170,29.32,M
2811,13904,20110407,251,12,SCT011,10.00,64,18.0,62,16.7,61,16.0, 90,10,180,29.31,M
2812,13904,20110407,253,12,SCT011,10.00,64,17.8,62,16.7,61,16.1, 90, 8,180,29.31,29.81
2813,13904,20110407,332,12,BKN020,10.00,64,18.0,62,16.7,61,16.0, 90, 8,160,29.29,M
2814,13904,20110407,353,12,BKN020,10.00,64,17.8,63,17.1,62,16.7, 93, 8,180,29.31,29.81
2815,13904,20110407,439,12,SCT009 BKN015 OVC023,10.00,64,18.0,63,17.4,63,17.0, 97, 7,170,29.30,M
2816,13904,20110407,451,12,BKN009 BKN018 OVC023,10.00,64,18.0,63,17.4,63,17.0, 97, 9,170,29.30,M
2817,13904,20110407,453,12,BKN009 BKN013 OVC023,10.00,65,18.3,63,17.3,62,16.7, 90, 8,170,29.30,29.80
2818,13904,20110407,512,12,BKN010 OVC021, 9.00,64,18.0,63,17.4,63,17.0, 97, 9,170,29.29,M
2819,13904,20110407,553,12,BKN010 OVC018, 9.00,65,18.3,64,17.6,63,17.2, 93,11,170,29.30,29.80
2820,13904,20110407,653,12,BKN011 OVC016, 9.00,66,18.9,64,17.8,63,17.2, 90,14,180,29.30,29.81
2821,13904,20110407,753,12,BKN014 OVC020,10.00,69,20.6,66,18.8,64,17.8, 84,20,180,29.29,29.80
2822,13904,20110407,825,12,BKN015 OVC022,10.00,70,21.0,66,19.0,64,18.0, 81,17,190,29.29,M
2823,13904,20110407,853,12,OVC015,10.00,70,21.1,66,18.6,63,17.2, 79,14,200,29.31,29.82
2824,13904,20110407,953,12,OVC015,10.00,70,21.1,66,19.0,64,17.8, 81,11,190,29.34,29.85
2825,13904,20110407,1053,12,OVC015,10.00,72,22.2,67,19.4,64,17.8, 76,10,190,29.33,29.83
2826,13904,20110407,1153,12,OVC021,10.00,73,22.8,67,19.6,64,17.8, 74, 8,180,29.32,29.83
2827,13904,20110407,1253,12,BKN025 OVC033,10.00,76,24.4,69,20.4,65,18.3, 69, 9,180,29.28,29.78
2828,13904,20110407,1335,12,SCT033 BKN200,10.00,79,26.0,69,20.7,64,18.0, 60,13,160,29.25,M
2829,13904,20110407,1353,12,BKN033 BKN200,10.00,79,26.1,70,21.0,65,18.3, 62,11,210,29.25,29.76
2830,13904,20110407,1453,12,BKN037 BKN180,10.00,81,27.2,70,21.3,65,18.3, 58,11,150,29.22,29.72
2831,13904,20110407,1553,12,SCT041 BKN180,10.00,83,28.3,71,21.7,65,18.3, 55,11,170,29.19,29.70
2832,13904,20110407,1653,12,FEW040 SCT120 BKN200,10.00,83,28.3,71,21.4,64,17.8, 53,15,140,29.18,29.69
2833,13904,20110407,1753,12,BKN120 BKN200,10.00,82,27.8,71,21.5,65,18.3, 56, 9,160,29.19,29.69
2834,13904,20110407,1853,12,BKN120 BKN200,10.00,79,26.1,71,21.6,67,19.4, 67,15,140,29.20,29.70
2835,13904,20110407,1953,12,FEW120 SCT200,10.00,76,24.4,70,21.1,67,19.4, 74,11,140,29.23,29.73
2836,13904,20110407,2051,12,BKN020,10.00,73,23.0,70,20.9,68,20.0, 84,11,150,29.25,M
2837,13904,20110407,2053,12,BKN020,10.00,74,23.3,70,21.1,68,20.0, 82,11,150,29.25,29.76
2838,13904,20110407,2143,12,OVC013, 9.00,73,23.0,71,21.6,70,21.0, 90,10,150,29.26,M
2839,13904,20110407,2153,12,OVC013, 9.00,74,23.3,71,21.4,69,20.6, 84,13,150,29.27,29.77
2840,13904,20110407,2253,12,BKN014 OVC020, 8.00,74,23.3,71,21.4,69,20.6, 84,13,150,29.26,29.77
2841,13904,20110407,2353,12,OVC012, 7.00,74,23.3,71,21.4,69,20.6, 84,10,160,29.27,29.77
2842,13904,20110408,53,12,OVC012, 6.00,74,23.3,71,21.4,69,20.6, 84,11,170,29.26,29.76
2843,13904,20110408,153,12,OVC010, 5.00,73,22.8,71,21.6,70,21.1, 90,10,170,29.26,29.76
2844,13904,20110408,253,12,OVC014, 7.00,74,23.3,71,21.4,69,20.6, 84,11,170,29.24,29.74
2845,13904,20110408,311,12,OVC018, 7.00,73,23.0,70,20.9,68,20.0, 84,11,170,29.24,M
2846,13904,20110408,353,12,OVC025, 7.00,74,23.3,70,21.1,68,20.0, 82, 9,160,29.24,29.74
2847,13904,20110408,453,12,BKN025, 7.00,73,22.8,70,20.9,68,20.0, 84, 7,150,29.24,29.74
2848,13904,20110408,553,12,FEW020 OVC027, 6.00,72,22.2,69,20.7,68,20.0, 87, 8,150,29.27,29.77
2849,13904,20110408,653,12,BKN026 BKN200, 7.00,72,22.2,69,20.7,68,20.0, 87, 6,150,29.28,29.78
2850,13904,20110408,728,12,FEW018 SCT023 BKN200, 6.00,73,23.0,70,20.9,68,20.0, 84,10,150,29.29,M
2851,13904,20110408,753,12,SCT015 BKN021 BKN200, 6.00,74,23.3,70,21.1,68,20.0, 82,10,160,29.29,29.79
2852,13904,20110408,853,12,SCT017 OVC021, 6.00,75,23.9,70,20.9,67,19.4, 76,14,160,29.30,29.80
2853,13904,20110408,953,12,SCT021 BKN028 OVC200,10.00,79,26.1,71,21.7,67,19.4, 67,20,160,29.29,29.79
2854,13904,20110408,1031,12,FEW030 BKN200,10.00,81,27.0,71,21.7,66,19.0, 60,16,170,29.29,M
2855,13904,20110408,1053,12,FEW030 BKN200 BKN250,10.00,84,28.9,73,22.5,67,19.4, 57,20,160,29.29,29.79
2856,13904,20110408,1153,12,BKN200 OVC250,10.00,86,30.0,72,22.2,65,18.3, 50,21,170,29.27,29.76
2857,13904,20110408,1253,12,FEW050 SCT200 BKN250,10.00,89,31.7,73,22.7,65,18.3, 45,20,180,29.24,29.74
2858,13904,20110408,1353,12,FEW050 SCT200 BKN250,10.00,90,32.2,74,23.1,66,18.9, 45,23,150,29.23,29.72
2859,13904,20110408,1453,12,SCT050 SCT200 BKN250,10.00,90,32.2,74,23.1,66,18.9, 45,18,150,29.21,29.71
2860,13904,20110408,1553,12,FEW055 SCT200 SCT250,10.00,90,32.2,74,23.1,66,18.9, 45,16,160,29.20,29.70
2861,13904,20110408,1653,12,SCT200 SCT250,10.00,90,32.2,74,23.4,67,19.4, 47,16,160,29.19,29.69
2862,13904,20110408,1753,12,FEW200 SCT250,10.00,87,30.6,75,23.6,69,20.6, 55,20,140,29.20,29.69
2863,13904,20110408,1853,12,FEW200,10.00,84,28.9,73,22.8,68,20.0, 59,18,140,29.21,29.71
2864,13904,20110408,1953,12,CLR,10.00,81,27.2,71,21.7,66,18.9, 60,11,150,29.24,29.74
2865,13904,20110408,2053,12,CLR,10.00,79,26.1,71,21.6,67,19.4, 67,13,150,29.28,29.79
2866,13904,20110408,2153,12,CLR,10.00,76,24.4,71,21.5,68,20.0, 76,13,150,29.31,29.81
2867,13904,20110408,2253,12,CLR,10.00,74,23.3,70,21.1,68,20.0, 82,11,160,29.32,29.82
2868,13904,20110408,2353,12,CLR, 9.00,72,22.2,69,20.7,68,20.0, 87,11,160,29.33,29.83
2869,13904,20110409,53,12,CLR, 9.00,71,21.7,69,20.5,68,20.0, 90, 9,170,29.33,29.83
2870,13904,20110409,153,12,CLR, 8.00,70,21.1,68,20.0,67,19.4, 90,10,160,29.32,29.81
2871,13904,20110409,253,12,FEW014, 7.00,68,20.0,67,19.6,67,19.4, 97, 8,170,29.32,29.82
2872,13904,20110409,259,12,SCT009 BKN014, 7.00,70,21.0,67,19.6,66,19.0, 87, 8,170,29.32,M
2873,13904,20110409,306,12,SCT009 BKN014, 7.00,70,21.0,67,19.6,66,19.0, 87,10,170,29.32,M
2874,13904,20110409,338,12,OVC009, 7.00,70,21.0,67,19.6,66,19.0, 87,13,170,29.32,M
2875,13904,20110409,353,12,OVC009, 7.00,69,20.6,68,19.8,67,19.4, 93,10,170,29.32,29.82
2876,13904,20110409,453,12,BKN009, 7.00,69,20.6,68,19.8,67,19.4, 93,11,170,29.32,29.82
2877,13904,20110409,501,12,BKN011, 7.00,70,21.0,67,19.6,66,19.0, 87,11,170,29.32,M
2878,13904,20110409,553,12,FEW008 OVC013, 8.00,69,20.6,68,19.8,67,19.4, 93, 8,160,29.34,29.83
2879,13904,20110409,651,12,OVC015, 8.00,70,21.0,67,19.6,66,19.0, 87, 9,170,29.36,M
2880,13904,20110409,653,12,OVC015, 8.00,70,21.1,68,20.0,67,19.4, 90,10,170,29.36,29.86
2881,13904,20110409,753,12,SCT011 OVC016, 9.00,72,22.2,69,20.4,67,19.4, 84,14,170,29.37,29.88
2882,13904,20110409,853,12,FEW014 OVC019,10.00,75,23.9,70,20.9,67,19.4, 76,17,170,29.38,29.88
2883,13904,20110409,953,12,BKN025,10.00,77,25.0,70,21.0,66,18.9, 69,18,190,29.39,29.89
2884,13904,20110409,1007,12,SCT025 SCT030,10.00,79,26.0,70,21.3,66,19.0, 65,17,170,29.39,M
2885,13904,20110409,1053,12,SCT031 SCT250,10.00,83,28.3,72,22.0,66,18.9, 57,20,180,29.38,29.88
2886,13904,20110409,1153,12,FEW050 SCT250,10.00,86,30.0,72,22.2,65,18.3, 50,17,150,29.34,29.84
2887,13904,20110409,1253,12,FEW055 SCT250,10.00,90,32.2,73,22.5,64,17.8, 42,21,150,29.31,29.81
2888,13904,20110409,1353,12,FEW060,10.00,91,32.8,73,22.7,64,17.8, 41,18,170,29.29,29.78
2889,13904,20110409,1453,12,FEW060,10.00,91,32.8,73,22.7,64,17.8, 41,23,150,29.26,29.75
2890,13904,20110409,1553,12,FEW060,10.00,90,32.2,73,22.5,64,17.8, 42,21,170,29.24,29.74
2891,13904,20110409,1653,12,FEW060,10.00,89,31.7,73,22.7,65,18.3, 45,24,170,29.24,29.74
2892,13904,20110409,1753,12,FEW060,10.00,86,30.0,73,22.5,66,18.9, 51,26,140,29.24,29.74
2893,13904,20110409,1853,12,FEW060 SCT250,10.00,82,27.8,73,22.5,68,20.0, 63,17,160,29.26,29.76
2894,13904,20110409,1953,12,FEW200,10.00,79,26.1,72,22.0,68,20.0, 69,17,160,29.27,29.78
2895,13904,20110409,2053,12,CLR,10.00,77,25.0,72,22.0,69,20.6, 76,11,160,29.32,29.82
2896,13904,20110409,2153,12,FEW030,10.00,75,23.9,71,21.6,69,20.6, 82,15,160,29.33,29.84
2897,13904,20110409,2253,12,FEW030, 8.00,73,22.8,70,21.3,69,20.6, 87,11,170,29.34,29.84
2898,13904,20110409,2351,12,BKN014, 7.00,72,22.0,71,21.4,70,21.0, 93,14,180,29.35,M
2899,13904,20110409,2353,12,BKN014, 7.00,72,22.2,70,21.1,69,20.6, 90,13,170,29.35,29.85
2900,13904,20110410,51,12,FEW014, 8.00,72,22.0,69,20.7,68,20.0, 87,14,180,29.34,M
2901,13904,20110410,53,12,FEW014, 8.00,72,22.2,69,20.7,68,20.0, 87,13,180,29.34,29.83
2902,13904,20110410,153,12,FEW011, 7.00,71,21.7,69,20.5,68,20.0, 90,13,180,29.32,29.82
2903,13904,20110410,215,12,BKN011, 8.00,72,22.0,69,20.7,68,20.0, 87,14,170,29.32,M
2904,13904,20110410,251,12,CLR, 8.00,72,22.0,69,20.7,68,20.0, 87,15,160,29.31,M
2905,13904,20110410,253,12,FEW011, 8.00,71,21.7,69,20.5,68,20.0, 90,14,160,29.31,29.81
2906,13904,20110410,353,12,CLR, 8.00,70,21.1,68,20.0,67,19.4, 90,13,170,29.30,29.80
2907,13904,20110410,443,12,BKN014, 8.00,70,21.0,67,19.6,66,19.0, 87,11,170,29.31,M
2908,13904,20110410,453,12,BKN015, 8.00,70,21.1,68,20.0,67,19.4, 90,14,170,29.31,29.81
2909,13904,20110410,553,12,SCT010 OVC015, 9.00,70,21.1,67,19.6,66,18.9, 87,13,170,29.32,29.82
2910,13904,20110410,626,12,FEW015, 7.00,70,21.0,67,19.6,66,19.0, 87,13,170,29.33,M
2911,13904,20110410,653,12,FEW014, 7.00,69,20.6,67,19.4,66,18.9, 90,13,170,29.33,29.83
2912,13904,20110410,712,12,BKN012 BKN250, 8.00,70,21.0,67,19.6,66,19.0, 87,11,180,29.34,M
2913,13904,20110410,753,12,OVC014, 9.00,72,22.2,69,20.4,67,19.4, 84,15,170,29.33,29.84
2914,13904,20110410,811,12,BKN015,10.00,73,23.0,68,20.2,66,19.0, 79,17,170,29.34,M
2915,13904,20110410,853,12,BKN019,10.00,75,23.9,69,20.6,66,18.9, 74,23,170,29.34,29.84
2916,13904,20110410,937,12,SCT025,10.00,79,26.0,70,21.3,66,19.0, 65,28,170,29.34,M
2917,13904,20110410,953,12,SCT027,10.00,79,26.1,70,21.0,65,18.3, 62,24,190,29.34,29.84
2918,13904,20110410,1053,12,FEW035,10.00,83,28.3,71,21.7,65,18.3, 55,22,170,29.32,29.82
2919,13904,20110410,1153,12,FEW050,10.00,86,30.0,71,21.6,63,17.2, 46,22,150,29.28,29.78
2920,13904,20110410,1253,12,FEW060 SCT250,10.00,88,31.1,71,21.9,63,17.2, 43,22,160,29.25,29.74
2921,13904,20110410,1353,12,FEW060 SCT250,10.00,90,32.2,73,22.5,64,17.8, 42,18,180,29.22,29.72
2922,13904,20110410,1453,12,SCT060 SCT250,10.00,90,32.2,74,23.1,66,18.9, 45,18,170,29.20,29.69
2923,13904,20110410,1553,12,BKN050 BKN250,10.00,89,31.7,73,23.0,66,18.9, 47,18,150,29.18,29.68
2924,13904,20110410,1653,12,SCT050 BKN250,10.00,88,31.1,74,23.1,67,19.4, 50,17,170,29.17,29.67
2925,13904,20110410,1753,12,BKN045 BKN250,10.00,85,29.4,73,23.0,68,20.0, 57,21,150,29.17,29.67
2926,13904,20110410,1853,12,FEW041 BKN250,10.00,82,27.8,73,22.5,68,20.0, 63,16,150,29.17,29.67
2927,13904,20110410,1953,12,FEW250,10.00,80,26.7,73,22.5,69,20.6, 69,11,150,29.18,29.68
2928,13904,20110410,2021,12,BKN027,10.00,79,26.0,73,22.7,70,21.0, 74,11,160,29.21,M
2929,13904,20110410,2053,12,OVC023,10.00,78,25.6,72,22.2,69,20.6, 74, 9,150,29.23,29.73
2930,13904,20110410,2151,12,SCT021, 9.00,75,24.0,72,22.0,70,21.0, 85,11,160,29.22,M
2931,13904,20110410,2153,12,SCT021, 9.00,76,24.4,71,21.8,69,20.6, 79,11,160,29.22,29.72
2932,13904,20110410,2253,12,FEW021, 8.00,75,23.9,71,21.6,69,20.6, 82,17,170,29.17,29.67
2933,13904,20110410,2319,12,BKN019, 7.00,75,24.0,72,22.0,70,21.0, 85,17,170,29.16,M
2934,13904,20110410,2353,12,BKN017, 7.00,74,23.3,71,21.4,69,20.6, 84,14,170,29.19,29.69
2935,13904,20110411,51,12,SCT017, 8.00,73,23.0,71,21.6,70,21.0, 90, 9,190,29.22,M
2936,13904,20110411,53,12,SCT017, 8.00,74,23.3,71,21.4,69,20.6, 84, 8,250,29.25,29.75
2937,13904,20110411,109,12,BKN017, 9.00,75,24.0,72,22.0,70,21.0, 85, 7,250,29.29,M
2938,13904,20110411,153,12,FEW030 OVC060,10.00,77,25.0,70,21.3,67,19.4, 71, 8,250,29.31,29.80
2939,13904,20110411,215,12,SCT035 BKN044 OVC060,10.00,68,20.0,64,17.6,61,16.0, 78,10,300,29.31,M
2940,13904,20110411,253,12,BKN050 OVC060,10.00,68,20.0,64,17.6,61,16.1, 78, 6,300,29.33,29.83
2941,13904,20110411,351,12,OVC070CB,10.00,66,19.0,63,17.2,61,16.0, 84, 8,330,29.32,M
2942,13904,20110411,353,12,OVC070CB,10.00,66,18.9,62,16.8,60,15.6, 81, 8,340,29.32,29.82
2943,13904,20110411,416,12,BKN075CB,10.00,66,19.0,63,17.2,61,16.0, 84, 6,350,29.32,M
